Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	BioSampleModel	Center_Name	DATASTORE_filetype	DATASTORE_provider	ENA_FIRST_PUBLIC	ENA_LAST_UPDATE	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	collected_by	collection_date	geo_loc_name	host	host_disease	isolate_name_alias	isolation_source	lat_lon	potential_contaminant	sequence_type	serovar	strain	sub_species	Consent	LibrarySource
WGS		200	PRJNA248792	SAMN08822378	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866281	0	Illumina HiSeq 2500	PAIRED	RANDOM	408249	2018-03-30	152	79	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918854	SRS3109501	SRP042645	408249.biosample	PHE	Aug-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	408249	human	Missing	None detected	11	Salmonella Enteritidis	408249	enterica	public	GENOMIC
WGS		195	PRJNA248792	SAMN08822369	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866282	0	Illumina HiSeq 2500	PAIRED	RANDOM	373847	2018-03-30	181	78	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918855	SRS3109503	SRP042645	373847.biosample	PHE	May-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	373847	human	Missing	None detected	11	Salmonella Enteritidis	373847	enterica	public	GENOMIC
WGS		197	PRJNA248792	SAMN08822366	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866284	0	Illumina HiSeq 2500	PAIRED	RANDOM	391268	2018-03-30	195	78	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918857	SRS3109504	SRP042645	391268.biosample	PHE	Jul-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	391268	human	Missing	None detected	3233	Salmonella Enteritidis	391268	enterica	public	GENOMIC
WGS		197	PRJNA248792	SAMN08822368	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866283	0	Illumina HiSeq 2500	PAIRED	RANDOM	283169	2018-03-30	321	149	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918856	SRS3109505	SRP042645	283169.biosample	PHE	Aug-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	283169	human	Missing	None detected	11	Salmonella Enteritidis	283169	enterica	public	GENOMIC
WGS		199	PRJNA248792	SAMN08822381	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866285	0	Illumina HiSeq 2500	PAIRED	RANDOM	430220	2018-03-30	420	196	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918858	SRS3109506	SRP042645	430220.biosample	PHE	2017-10	United Kingdom: United Kingdom	Homo sapiens	Not available	430220	human	Missing	None detected	11	Salmonella Enteritidis	430220	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN08822373	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866286	0	Illumina HiSeq 2500	PAIRED	RANDOM	207532	2018-03-30	382	185	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918859	SRS3109507	SRP042645	207532.biosample	PHE	Jan-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	207532	human	Missing	None detected	11	Salmonella Enteritidis	207532	enterica	public	GENOMIC
WGS		197	PRJNA248792	SAMN08822371	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866287	0	Illumina HiSeq 2500	PAIRED	RANDOM	273585	2018-03-30	445	228	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918860	SRS3109508	SRP042645	273585.biosample	PHE	Jul-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	273585	human	Missing	None detected	11	Salmonella Enteritidis	273585	enterica	public	GENOMIC
WGS		193	PRJNA248792	SAMN08822375	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866288	0	Illumina HiSeq 2500	PAIRED	RANDOM	372689	2018-03-30	402	194	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918861	SRS3109509	SRP042645	372689.biosample	PHE	May-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	372689	human	Missing	None detected	11	Salmonella Enteritidis	372689	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN08822374	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866289	0	Illumina HiSeq 2500	PAIRED	RANDOM	202274	2018-03-30	484	220	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918862	SRS3109510	SRP042645	202274.biosample	PHE	Jan-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	202274	human	Missing	None detected	11	Salmonella Enteritidis	202274	enterica	public	GENOMIC
WGS		197	PRJNA248792	SAMN08822372	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866290	0	Illumina HiSeq 2500	PAIRED	RANDOM	428268	2018-03-30	477	231	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918863	SRS3109511	SRP042645	428268.biosample	PHE	Sep-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	428268	human	Missing	None detected	11	Salmonella Enteritidis	428268	enterica	public	GENOMIC
WGS		199	PRJNA248792	SAMN08822380	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866292	0	Illumina HiSeq 2500	PAIRED	RANDOM	419126	2018-03-30	131	58	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918865	SRS3109512	SRP042645	419126.biosample	PHE	Sep-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	419126	human	Missing	None detected	183	Salmonella Enteritidis	419126	enterica	public	GENOMIC
WGS		195	PRJNA248792	SAMN08822379	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866291	0	Illumina HiSeq 2500	PAIRED	RANDOM	443533	2018-03-30	470	229	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918864	SRS3109513	SRP042645	443533.biosample	PHE	2017-11	United Kingdom: United Kingdom	Homo sapiens	Not available	443533	human	Missing	None detected	11	Salmonella Enteritidis	443533	enterica	public	GENOMIC
WGS		199	PRJNA248792	SAMN08822376	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866295	0	Illumina HiSeq 2500	PAIRED	RANDOM	435486	2018-03-30	379	188	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918868	SRS3109514	SRP042645	435486.biosample	PHE	2017-10	United Kingdom: United Kingdom	Homo sapiens	Not available	435486	human	Missing	None detected	11	Salmonella Enteritidis	435486	enterica	public	GENOMIC
WGS		199	PRJNA248792	SAMN08822367	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866294	0	Illumina HiSeq 2500	PAIRED	RANDOM	270084	2018-03-30	330	165	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918867	SRS3109515	SRP042645	270084.biosample	PHE	Jun-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	270084	human	Missing	None detected	11	Salmonella Enteritidis	270084	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN08822382	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866293	0	Illumina HiSeq 2500	PAIRED	RANDOM	430209	2018-03-30	190	94	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918866	SRS3109516	SRP042645	430209.biosample	PHE	2017-10	United Kingdom: United Kingdom	Homo sapiens	Not available	430209	human	Missing	None detected	11	Salmonella Enteritidis	430209	enterica	public	GENOMIC
WGS		199	PRJNA248792	SAMN08822399	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866296	0	Illumina HiSeq 2500	PAIRED	RANDOM	424609	2018-03-30	461	231	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918869	SRS3109517	SRP042645	424609.biosample	PHE	Sep-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	424609	human	Missing	None detected	11	Salmonella Enteritidis	424609	enterica	public	GENOMIC
WGS		198	PRJNA248792	SAMN08822389	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866298	0	Illumina HiSeq 2500	PAIRED	RANDOM	320226	2018-03-30	330	155	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918871	SRS3109518	SRP042645	320226.biosample	PHE	2016-11	United Kingdom: United Kingdom	Homo sapiens	Not available	320226	human	Missing	None detected	11	Salmonella Enteritidis	320226	enterica	public	GENOMIC
WGS		195	PRJNA248792	SAMN08822384	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866297	0	Illumina HiSeq 2500	PAIRED	RANDOM	373876	2018-03-30	177	76	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918870	SRS3109519	SRP042645	373876.biosample	PHE	May-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	373876	human	Missing	None detected	11	Salmonella Enteritidis	373876	enterica	public	GENOMIC
WGS		194	PRJNA248792	SAMN08822403	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866299	0	Illumina HiSeq 2500	PAIRED	RANDOM	365327	2018-03-30	448	209	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918872	SRS3109520	SRP042645	365327.biosample	PHE	Apr-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	365327	human	Missing	None detected	11	Salmonella Enteritidis	365327	enterica	public	GENOMIC
WGS		197	PRJNA248792	SAMN08822398	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866300	0	Illumina HiSeq 2500	PAIRED	RANDOM	406055	2018-03-30	385	176	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918873	SRS3109521	SRP042645	406055.biosample	PHE	Aug-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	406055	human	Missing	None detected	11	Salmonella Enteritidis	406055	enterica	public	GENOMIC
WGS		187	PRJNA248792	SAMN08822402	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866301	0	Illumina HiSeq 2500	PAIRED	RANDOM	373204	2018-03-30	292	135	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918874	SRS3109522	SRP042645	373204.biosample	PHE	May-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	373204	human	Missing	None detected	11	Salmonella Enteritidis	373204	enterica	public	GENOMIC
WGS		196	PRJNA248792	SAMN08822396	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866302	0	Illumina HiSeq 2500	PAIRED	RANDOM	337016	2018-03-30	258	113	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918875	SRS3109523	SRP042645	337016.biosample	PHE	Jan-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	337016	human	Missing	None detected	11	Salmonella Enteritidis	337016	enterica	public	GENOMIC
WGS		197	PRJNA248792	SAMN08822400	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866303	0	Illumina HiSeq 2500	PAIRED	RANDOM	440818	2018-03-30	174	89	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918876	SRS3109524	SRP042645	440818.biosample	PHE	2017-10	United Kingdom: United Kingdom	Homo sapiens	Not available	440818	human	Missing	None detected	11	Salmonella Enteritidis	440818	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN08822390	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866304	0	Illumina HiSeq 2500	PAIRED	RANDOM	434305	2018-03-30	334	156	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918877	SRS3109525	SRP042645	434305.biosample	PHE	Sep-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	434305	human	Missing	None detected	11	Salmonella Enteritidis	434305	enterica	public	GENOMIC
WGS		188	PRJNA248792	SAMN08822394	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866305	0	Illumina HiSeq 2500	PAIRED	RANDOM	361804	2018-03-30	185	87	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918878	SRS3109526	SRP042645	361804.biosample	PHE	Apr-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	361804	human	Missing	None detected	11	Salmonella Enteritidis	361804	enterica	public	GENOMIC
WGS		199	PRJNA248792	SAMN08822388	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866306	0	Illumina HiSeq 2500	PAIRED	RANDOM	292959	2018-03-30	431	207	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918879	SRS3109527	SRP042645	292959.biosample	PHE	Aug-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	292959	human	Missing	None detected	11	Salmonella Enteritidis	292959	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN08822385	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866307	0	Illumina HiSeq 2500	PAIRED	RANDOM	255539	2018-03-30	177	78	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918880	SRS3109528	SRP042645	255539.biosample	PHE	May-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	255539	human	Missing	None detected	11	Salmonella Enteritidis	255539	enterica	public	GENOMIC
WGS		197	PRJNA248792	SAMN08822392	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866309	0	Illumina HiSeq 2500	PAIRED	RANDOM	296709	2018-03-30	359	160	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918882	SRS3109529	SRP042645	296709.biosample	PHE	Sep-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	296709	human	Missing	None detected	11	Salmonella Enteritidis	296709	enterica	public	GENOMIC
WGS		193	PRJNA248792	SAMN08822401	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866308	0	Illumina HiSeq 2500	PAIRED	RANDOM	372678	2018-03-30	382	185	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918881	SRS3109530	SRP042645	372678.biosample	PHE	May-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	372678	human	Missing	None detected	11	Salmonella Enteritidis	372678	enterica	public	GENOMIC
WGS		195	PRJNA248792	SAMN08822386	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866312	0	Illumina HiSeq 2500	PAIRED	RANDOM	340172	2018-03-30	404	192	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918885	SRS3109531	SRP042645	340172.biosample	PHE	Feb-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	340172	human	Missing	None detected	11	Salmonella Enteritidis	340172	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN08822397	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866313	0	Illumina HiSeq 2500	PAIRED	RANDOM	417410	2018-03-30	372	183	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918886	SRS3109533	SRP042645	417410.biosample	PHE	Sep-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	417410	human	Missing	None detected	11	Salmonella Enteritidis	417410	enterica	public	GENOMIC
WGS		199	PRJNA248792	SAMN08822370	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866314	0	Illumina HiSeq 2500	PAIRED	RANDOM	419129	2018-03-30	262	116	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918887	SRS3109534	SRP042645	419129.biosample	PHE	Sep-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	419129	human	Missing	None detected	11	Salmonella Enteritidis	419129	enterica	public	GENOMIC
WGS		196	PRJNA248792	SAMN08822387	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866315	0	Illumina HiSeq 2500	PAIRED	RANDOM	391103	2018-03-30	145	60	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918888	SRS3109535	SRP042645	391103.biosample	PHE	Jul-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	391103	human	Missing	None detected	183	Salmonella Enteritidis	391103	enterica	public	GENOMIC
WGS		194	PRJNA248792	SAMN08822393	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866316	0	Illumina HiSeq 2500	PAIRED	RANDOM	305274	2018-03-30	500	227	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918889	SRS3109537	SRP042645	305274.biosample	PHE	Sep-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	305274	human	Missing	None detected	183	Salmonella Enteritidis	305274	enterica	public	GENOMIC
WGS		199	PRJNA248792	SAMN08822395	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866317	0	Illumina HiSeq 2500	PAIRED	RANDOM	388795	2018-03-30	228	100	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918890	SRS3109538	SRP042645	388795.biosample	PHE	Jul-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	388795	human	Missing	None detected	11	Salmonella Enteritidis	388795	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN08822404	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866318	0	Illumina HiSeq 2500	PAIRED	RANDOM	420624	2018-03-30	514	245	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918891	SRS3109539	SRP042645	420624.biosample	PHE	Sep-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	420624	human	Missing	None detected	11	Salmonella Enteritidis	420624	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN08822406	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866320	0	Illumina HiSeq 2500	PAIRED	RANDOM	416243	2018-03-30	286	133	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918893	SRS3109540	SRP042645	416243.biosample	PHE	Aug-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	416243	human	Missing	None detected	11	Salmonella Enteritidis	416243	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN08822416	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866319	0	Illumina HiSeq 2500	PAIRED	RANDOM	423857	2018-03-30	350	176	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918892	SRS3109541	SRP042645	423857.biosample	PHE	Sep-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	423857	human	Missing	None detected	11	Salmonella Enteritidis	423857	enterica	public	GENOMIC
WGS		198	PRJNA248792	SAMN08822415	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866322	0	Illumina HiSeq 2500	PAIRED	RANDOM	392968	2018-03-30	365	173	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918895	SRS3109542	SRP042645	392968.biosample	PHE	Jul-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	392968	human	Missing	None detected	11	Salmonella Enteritidis	392968	enterica	public	GENOMIC
WGS		195	PRJNA248792	SAMN08822424	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866321	0	Illumina HiSeq 2500	PAIRED	RANDOM	427572	2018-03-30	266	129	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918894	SRS3109543	SRP042645	427572.biosample	PHE	Sep-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	427572	human	Missing	None detected	11	Salmonella Enteritidis	427572	enterica	public	GENOMIC
WGS		197	PRJNA248792	SAMN08822407	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866324	0	Illumina HiSeq 2500	PAIRED	RANDOM	427516	2018-03-30	440	216	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918897	SRS3109544	SRP042645	427516.biosample	PHE	Sep-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	427516	human	Missing	None detected	11	Salmonella Enteritidis	427516	enterica	public	GENOMIC
WGS		198	PRJNA248792	SAMN08822408	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866323	0	Illumina HiSeq 2500	PAIRED	RANDOM	310308	2018-03-30	458	213	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918896	SRS3109545	SRP042645	310308.biosample	PHE	2016-10	United Kingdom: United Kingdom	Homo sapiens	Not available	310308	human	Missing	None detected	11	Salmonella Enteritidis	310308	enterica	public	GENOMIC
WGS		193	PRJNA248792	SAMN08822412	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866325	0	Illumina HiSeq 2500	PAIRED	RANDOM	355132	2018-03-30	343	163	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918898	SRS3109546	SRP042645	355132.biosample	PHE	Mar-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	355132	human	Missing	None detected	11	Salmonella Enteritidis	355132	enterica	public	GENOMIC
WGS		198	PRJNA248792	SAMN08822410	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866326	0	Illumina HiSeq 2500	PAIRED	RANDOM	410846	2018-03-30	598	264	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918899	SRS3109547	SRP042645	410846.biosample	PHE	Aug-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	410846	human	Missing	None detected	11	Salmonella Enteritidis	410846	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN08822413	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866328	0	Illumina HiSeq 2500	PAIRED	RANDOM	438653	2018-03-30	327	159	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918901	SRS3109548	SRP042645	438653.biosample	PHE	2017-10	United Kingdom: United Kingdom	Homo sapiens	Not available	438653	human	Missing	Hafnia alvei ATCC 51873	11	Salmonella Enteritidis	438653	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN08822411	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866327	0	Illumina HiSeq 2500	PAIRED	RANDOM	414655	2018-03-30	332	156	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6918900	SRS3109549	SRP042645	414655.biosample	PHE	Aug-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	414655	human	Missing	None detected	11	Salmonella Enteritidis	414655	enterica	public	GENOMIC
WGS		198	PRJNA248792	SAMN08822414	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866450	0	Illumina HiSeq 2500	PAIRED	RANDOM	316200	2018-03-30	349	172	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6919023	SRS3109551	SRP042645	316200.biosample	PHE	2016-11	United Kingdom: United Kingdom	Homo sapiens	Not available	316200	human	Missing	None detected	11	Salmonella Enteritidis	316200	enterica	public	GENOMIC
WGS		195	PRJNA248792	SAMN08822425	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3866451	0	Illumina HiSeq 2500	PAIRED	RANDOM	294772	2018-03-30	364	174	Salmonella enterica subsp. enterica	ILLUMINA	2018-03-31	SRR6919024	SRS3109552	SRP042645	294772.biosample	PHE	Sep-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	294772	human	Missing	None detected	183	Salmonella Enteritidis	294772	enterica	public	GENOMIC
